0.036576293	-0.04752545	0.049514614	0.00140271	-0.07202243	0.10842963	0.010153409	0.011500714	0.028191328	-0.018946327	0.019320995	0.1181958	0.039715998	0.05147146	0.03836238	0.021357499
0.0048884936	-0.07538385	0.055752333	-0.009173996	-0.09458886	0.08978989	-0.0152598545	0.0008233851	0.03823663	0.0041839895	0.042600043	0.080378205	0.085610226	0.008059891	0.045680653	-0.021478225
0.008959007	-0.08287876	-0.015047434	-0.08409293	-0.043797813	0.12434896	-0.0024965298	0.027943833	0.034336194	-0.029698933	0.051624183	0.09307581	0.034841966	0.033134017	0.028863227	-0.055005148
0.02991377	-0.08056286	0.009649411	0.019672206	-0.05316688	0.078044705	0.008578577	-0.03382632	0.052553862	-0.024308324	0.0077154073	0.074804045	0.067339994	0.087089546	0.05114902	-0.05827634
-0.003458873	-0.09306635	0.02843619	-0.032610234	-0.010276545	0.12583873	-0.05606299	-0.027553678	0.059437234	-0.046275284	0.029162953	0.062361978	0.01771584	0.028825346	0.020227812	0.017286427
-0.040671635	-0.041353222	0.03438007	0.009947788	-0.059806995	0.029494124	0.0028314365	-0.03302601	-0.0062013664	-0.023821972	0.04928713	0.054233316	0.039112423	-0.010961904	0.014481613	0.029069971
0.014956819	-0.07235534	-0.017820248	-0.0042449846	-0.029926814	0.12592609	-0.027459837	-0.0057641026	0.06539383	-0.03550102	0.023110965	0.008629169	0.107546665	0.05895035	-0.0028951957	0.017155094
-0.010704126	-0.05747817	0.04805194	-0.003978468	-0.01610029	0.012091579	0.0061378777	0.003467525	0.03230031	-0.026535498	0.02814828	0.07378158	0.027389804	0.03817683	0.06831332	0.028701698
-0.001047041	-0.06447458	0.06570947	-0.06746885	-0.08472108	0.011526131	-0.019685602	0.018112453	0.07083015	-0.0055820993	0.018913653	0.07760592	-0.04721605	-0.023683695	0.11718872	-0.024618408
-0.005382764	-0.037724297	0.009506927	-0.06354233	-0.033953354	0.06377689	-0.009229605	-0.022476785	0.054424178	0.015664296	0.011783611	0.082301736	0.08145313	0.033290435	0.08309078	-0.06952992
0.06231855	-0.07482373	-0.035899494	-0.042177536	-0.032880954	0.04493331	-0.011093736	-0.03428183	-0.0054882197	-0.048786737	0.00094601157	0.041039	-0.0057235043	0.06427381	0.022227015	-0.021942656
0.05812733	-0.004747714	0.039903615	0.077158086	-0.047476206	0.08462959	-0.007653084	0.018478654	0.03308558	-0.03305757	0.0015944004	0.002229926	0.10025244	0.0078032217	0.04774859	-0.09707257
0.012380568	-0.06895007	-0.0029320673	0.030509222	0.043259047	0.06792577	0.0013194607	0.005258113	0.056163747	-0.01963314	-0.036484182	0.051255956	0.017993085	-0.038606156	-0.043781664	-0.018766075
0.053854425	-0.015389959	0.05538918	0.020107973	-0.078646556	0.04165083	0.026213625	0.032284345	-0.0021308719	-0.036986914	-0.036389716	-0.035685427	0.037489437	0.020018894	0.042106263	0.015410851
-0.058135323	-0.0025978282	0.04326961	0.019585771	-0.05324325	0.044010364	-0.0029072228	0.022054732	0.0925068	0.0038322934	0.030693227	0.101782836	0.05783916	0.019854756	-0.0035694572	-0.06525997
-0.0051937043	-0.052095983	-0.008693174	0.027985906	-0.053394977	-0.0020220575	-0.033310093	0.024331218	0.0034843257	-0.007160072	0.0401567	0.03221136	-0.021770913	-0.0228328	-0.0270619	0.039204016
-0.0062602027	-0.08633523	0.024673449	-0.027294023	-0.0020502722	-0.020741079	0.05736073	0.0026784646	-0.027215479	-0.03901875	0.027304025	0.019290335	0.042407665	0.00853076	-0.005689478	0.025847718
-0.0052107014	0.007213997	0.011648209	0.0046436265	-0.028347904	0.10967659	0.00080651604	0.027518833	-0.0170151	-0.03030023	0.047317922	-0.029141068	0.009977891	-0.02305935	-0.04335366	-0.05790578
-0.016200118	-0.056750827	0.044221573	-0.0536484	-0.024889454	0.039621893	-0.022992605	-0.04264733	0.039249476	-0.03530196	-0.036651276	0.06026725	0.044889823	0.046910413	-0.040026944	0.07238619
0.045937967	-0.05779234	0.08876164	-0.018324666	-0.083928674	0.042058446	-0.046532873	-0.040584758	0.0036589105	-0.0021464534	0.07366133	0.0802463	0.04392464	-0.041217137	0.07413557	-0.04380707
-0.029369634	0.006291377	-0.05591752	0.044481833	-0.029389227	0.06484187	0.07363045	0.062618665	0.0156111205	-0.04759648	0.045622483	0.0066796984	0.0117610395	0.030689921	0.054509737	0.055073258
0.07541272	-0.051125802	0.040496133	-0.060273223	-0.05543543	-0.008237432	-0.031045677	0.026743488	0.025387118	0.015535152	-0.031205606	0.07273076	-0.022369051	0.046085622	0.06388814	0.03287355
